Gene	Pathway1	Pathway2	BCCount	Type	meanWTfraction	SumTrial	SumCounts	meanLFC	meanPScore	meanManHdist	meanEuclDist	sdType	RankUp	RankPval
Alox12b	unassigned	""	4	Deletion (?15bp)	0.54117439	53043	5760	0.077147059	2.522270974	2.638790971	2.525232968	0.081026978	2049	13627
Ppp2r3a	unassigned	""	5	Deletion (?15bp)	0.504657043	61991	6063	-0.098771377	2.521846682	2.633339945	2.524462791	0.081026978	15392	13628
Nolc1	unassigned	""	5	Deletion (?15bp)	0.571117387	38837	4174	0.061664867	2.521797264	2.635674271	2.525416301	0.081026978	2899	13629
Ankrd49	unassigned	""	3	Deletion (?15bp)	0.578654213	13757	1267	-0.205404	2.521328282	2.732569312	2.531682437	0.081026978	17262	13630
Prr5	unassigned	""	5	Deletion (?15bp)	0.489018464	74932	8157	0.064962115	2.521041882	2.601273386	2.522762664	0.081026978	2709	13631
Zscan21	unassigned	""	5	Deletion (?15bp)	0.479983228	84451	8335	-0.072956551	2.520663778	2.625123042	2.522909736	0.081026978	14087	13632
Srm	unassigned	""	5	Deletion (?15bp)	0.532253999	91923	9847	0.060561222	2.52006105	2.611430029	2.521879399	0.081026978	2970	13633
Tcf4	unassigned	""	5	Deletion (?15bp)	0.503918939	76572	7816	-0.0417731	2.51967009	2.603616613	2.521433899	0.081026978	11939	13634
Frg1	unassigned	""	4	Deletion (?15bp)	0.547778516	35174	3580	-0.04591938	2.519215512	2.666989794	2.524005138	0.081026978	12277	13635
Tgds	unassigned	""	5	Deletion (?15bp)	0.473834273	53864	6016	0.118554963	2.518695307	2.63725027	2.521733323	0.081026978	752	13636
Zfp750	unassigned	""	4	Deletion (?15bp)	0.510271452	87269	8944	-0.025634161	2.518628376	2.612921139	2.520596831	0.081026978	10516	13637
Pga5	unassigned	""	4	Deletion (?15bp)	0.627625765	33056	3414	-0.011890532	2.51588695	2.680248241	2.521512522	0.081026978	9200	13638
Tmem220	unassigned	""	5	Deletion (?15bp)	0.508392755	55864	5392	-0.090242769	2.515163428	2.641213515	2.51843946	0.081026978	15028	13639
Pnpla1	unassigned	""	4	Deletion (?15bp)	0.496543224	78895	7822	-0.060115632	2.514970563	2.616046989	2.517236766	0.081026978	13265	13640
Cpa3	unassigned	""	5	Deletion (?15bp)	0.505332403	54949	5848	0.045311164	2.514958509	2.639471261	2.518192075	0.081026978	4049	13641
Stk40	unassigned	""	4	Deletion (?15bp)	0.518280465	71739	7481	0.006578805	2.514885201	2.598401974	2.5167837	0.081026978	7435	13642
Fxyd5	unassigned	""	5	Deletion (?15bp)	0.51151509	96478	10228	0.028376011	2.514801251	2.598236008	2.516424912	0.081026978	5435	13643
Dlg3	unassigned	""	5	Deletion (?15bp)	0.476180572	73395	7717	0.028360563	2.51478579	2.603983348	2.516628069	0.081026978	5437	13644
BC107364	unassigned	""	7	Deletion (?15bp)	0.582169767	94385	9621	-0.023001638	2.514451607	2.597681022	2.516092882	0.081026978	10257	13645
Rnf208	unassigned	""	5	Deletion (?15bp)	0.58082432	80091	8432	0.02847726	2.513607584	2.611785741	2.51570442	0.081026978	5426	13646
Arr3	unassigned	""	5	Deletion (?15bp)	0.493866101	87505	9027	0.002001065	2.5134633	2.595527621	2.515218555	0.081026978	7892	13647
Atp5d	unassigned	""	5	Deletion (?15bp)	0.694613086	36513	3603	-0.055554702	2.513458196	2.670347005	2.518573879	0.081026978	12986	13648
Zfp90	unassigned	""	5	Deletion (?15bp)	0.535550822	70569	7571	0.063301731	2.513042184	2.612866733	2.515193812	0.081026978	2820	13649
Irf2	unassigned	""	5	Deletion (?15bp)	0.527981596	53357	5463	-0.008494789	2.513006577	2.635932128	2.516240807	0.081026978	8869	13650
Dym	unassigned	""	5	Deletion (?15bp)	0.520398766	65447	6569	-0.068729487	2.51252933	2.610805909	2.514567837	0.081026978	13815	13651
Pyroxd1	unassigned	""	4	Deletion (?15bp)	0.569708141	24458	2220	-0.183835031	2.512445677	2.696280708	2.519906192	0.081026978	17095	13652
Fam166b	unassigned	""	5	Deletion (?15bp)	0.501801253	92595	9396	-0.016855414	2.512031835	2.595978212	2.513699023	0.081026978	9659	13653
Pced1a	unassigned	""	5	Deletion (?15bp)	0.518951043	68052	7275	0.055257683	2.512026477	2.620551846	2.514529241	0.081026978	3308	13654
Izumo4	unassigned	""	5	Deletion (?15bp)	0.531054004	65739	6118	-0.126169042	2.51200233	2.638171372	2.515912775	0.081026978	16232	13655
Zfp36	unassigned	""	5	Deletion (?15bp)	0.487620744	112305	12068	0.070166122	2.511878622	2.598323878	2.51342593	0.081026978	2411	13656
Maf	unassigned	""	4	Deletion (?15bp)	0.487187007	118497	12126	-0.010666008	2.511374149	2.580244721	2.512523458	0.081026978	9101	13657
Fam185a	unassigned	""	5	Deletion (?15bp)	0.497321963	113970	12032	0.036679623	2.511363861	2.589732027	2.512757833	0.081026978	4728	13658
Prdm2	unassigned	""	5	Deletion (?15bp)	0.510268703	78217	7603	-0.083952841	2.510707178	2.613495921	2.512983099	0.081026978	14685	13659
Plcd1	unassigned	""	5	Deletion (?15bp)	0.50423606	116958	12138	0.006278914	2.510577954	2.592344989	2.512042653	0.081026978	7473	13660
Vmn2r73	unassigned	""	4	Deletion (?15bp)	0.433463434	36776	3814	0.007130445	2.510410545	2.656174657	2.515097898	0.081026978	7375	13661
Enox1	unassigned	""	5	Deletion (?15bp)	0.500423891	128948	13431	0.009628961	2.510102297	2.573230931	2.511132744	0.081026978	7142	13662
Acbd3	unassigned	""	5	Deletion (?15bp)	0.503504036	67494	6845	-0.029821189	2.510002436	2.605229865	2.512034248	0.081026978	10916	13663
Rnaseh1	unassigned	""	3	Deletion (?15bp)	0.461502716	79227	8101	-0.021394004	2.509581655	2.614194351	2.511854612	0.081026978	10095	13664
Mrpl53	unassigned	""	5	Deletion (?15bp)	0.597047132	58599	5851	-0.044679789	2.509070362	2.616245582	2.511825234	0.081026978	12164	13665
Tnfrsf13b	unassigned	""	5	Deletion (?15bp)	0.519724732	99646	10827	0.072762101	2.508416683	2.590443884	2.509961068	0.081026978	2271	13666
Sntn	unassigned	""	4	Deletion (?15bp)	0.495766942	18333	2094	0.134825656	2.508167874	2.659764907	2.513823641	0.081026978	478	13667
Pdp2	unassigned	""	5	Deletion (?15bp)	0.48234506	73579	7567	0.0069222	2.507617002	2.61069834	2.509923849	0.081026978	7400	13668
Zfp105	unassigned	""	4	Deletion (?15bp)	0.485673351	46386	4764	-0.01289442	2.507396463	2.639056583	2.51113113	0.081026978	9300	13669
Itih2	unassigned	""	5	Deletion (?15bp)	0.512846938	49783	4909	-0.07907105	2.507111622	2.612656926	2.509869125	0.081026978	14438	13670
Fetub	unassigned	""	5	Deletion (?15bp)	0.502420476	68865	7522	0.098657132	2.507098814	2.605755947	2.509280412	0.081026978	1261	13671
Lgals7	unassigned	""	5	Deletion (?15bp)	0.516789719	85547	8427	-0.06167261	2.506232339	2.60907713	2.508463167	0.081026978	13379	13672
Fbxo5	unassigned	""	4	Deletion (?15bp)	0.699738034	24595	2496	-0.020753537	2.506070983	2.67235594	2.512402192	0.081026978	10037	13673
Tirap	unassigned	""	5	Deletion (?15bp)	0.50590985	96399	9673	-0.037861664	2.505947646	2.596775201	2.507777287	0.081026978	11603	13674
Chst5	unassigned	""	5	Deletion (?15bp)	0.494488259	159692	16717	0.010964599	2.505729534	2.555721942	2.50644713	0.081026978	7010	13675
Shf	unassigned	""	5	Deletion (?15bp)	0.540457214	84465	8157	-0.088355719	2.505678702	2.602446858	2.507785762	0.081026978	14926	13676
Fbxl12	unassigned	""	5	Deletion (?15bp)	0.516489476	74497	7333	-0.067897365	2.505555482	2.617601811	2.508125998	0.081026978	13771	13677
Cnih2	unassigned	""	5	Deletion (?15bp)	0.532611308	80422	8151	-0.01697865	2.505196939	2.607739744	2.507360679	0.081026978	9671	13678
Bcl2l1	unassigned	""	4	Deletion (?15bp)	0.583802135	46490	4949	0.043289397	2.505040547	2.623015278	2.508480463	0.081026978	4204	13679
Sorl1	unassigned	""	5	Deletion (?15bp)	0.486475565	117625	12172	0.004223171	2.504960756	2.586552816	2.506411408	0.081026978	7659	13680
Ccdc171	unassigned	""	5	Deletion (?15bp)	0.502847803	72565	7619	0.019781323	2.504803247	2.614428454	2.507272562	0.081026978	6171	13681
Cyp39a1	unassigned	""	3	Deletion (?15bp)	0.487928693	42224	4078	-0.117241139	2.504604793	2.635388661	2.508378773	0.081026978	16008	13682
Fbh1	unassigned	""	5	Deletion (?15bp)	0.508952351	56532	5983	0.046598468	2.504554181	2.606707511	2.507031619	0.081026978	3961	13683
Sppl3	unassigned	""	5	Deletion (?15bp)	0.517099315	61234	6380	0.003181393	2.504431706	2.624639407	2.507480283	0.081026978	7782	13684
Klf14	unassigned	""	5	Deletion (?15bp)	0.503200617	101778	10506	0.006002847	2.503831138	2.594951057	2.505587136	0.081026978	7493	13685
Lcmt2	unassigned	""	5	Deletion (?15bp)	0.480015637	131717	13704	0.010235213	2.503429536	2.581571865	2.504767585	0.081026978	7082	13686
Arl14epl	unassigned	""	5	Deletion (?15bp)	0.51688989	66889	7186	0.066981685	2.503372082	2.604929031	2.505623125	0.081026978	2596	13687
Slc9a2	unassigned	""	5	Deletion (?15bp)	0.51310532	94885	9993	0.022009587	2.502987656	2.583012233	2.50458507	0.081026978	5953	13688
Mapk14	unassigned	""	5	Deletion (?15bp)	0.558239895	59498	6512	0.096018409	2.502983196	2.603784247	2.505309035	0.081026978	1340	13689
Gm12888	unassigned	""	4	Deletion (?15bp)	0.538675655	53131	5625	-0.03368709	2.502913657	2.615511203	2.505867976	0.081026978	11272	13690
Prl	unassigned	""	5	Deletion (?15bp)	0.522683132	54878	5428	-0.060756626	2.502859105	2.615747707	2.505825864	0.081026978	13315	13691
Mrps30	unassigned	""	5	Deletion (?15bp)	0.558379777	84946	8911	0.011445498	2.502819514	2.593378919	2.504597118	0.081026978	6967	13692
Ero1b	unassigned	""	5	Deletion (?15bp)	0.509800176	37340	4229	0.123052458	2.50270899	2.625761448	2.506214452	0.081026978	663	13693
Gprc5a	unassigned	""	5	Deletion (?15bp)	0.512763355	83311	8477	-0.032548928	2.502103755	2.594364174	2.503923344	0.081026978	11162	13694
Ezh2	unassigned	""	5	Deletion (?15bp)	0.5429043	57176	5911	0.011670156	2.502015469	2.621866855	2.504981621	0.081026978	6952	13695
Cldn20	unassigned	""	5	Deletion (?15bp)	0.516292669	80742	8308	-0.008807751	2.502002671	2.596158977	2.504069244	0.081026978	8903	13696
Lyrm2	unassigned	""	4	Deletion (?15bp)	0.511661778	41266	3912	-0.119417016	2.501477321	2.650665678	2.506161351	0.081026978	16070	13697
Adamts5	unassigned	""	5	Deletion (?15bp)	0.504083321	106209	11011	0.011356276	2.501461743	2.582630971	2.502964215	0.081026978	6978	13698
Pdgfra	unassigned	""	5	Deletion (?15bp)	0.522895106	70533	7116	-0.029976323	2.501161555	2.592575705	2.503188775	0.081026978	10932	13699
Disp2	unassigned	""	4	Deletion (?15bp)	0.495408682	93745	9806	0.023261728	2.501103908	2.596255313	2.503003329	0.081026978	5858	13700
Gm4841	unassigned	""	5	Deletion (?15bp)	0.510914856	37041	3777	0.001733517	2.500898567	2.630679912	2.504719769	0.081026978	7910	13701
Chst12	unassigned	""	5	Deletion (?15bp)	0.533611969	85398	8992	0.03255283	2.500661317	2.603767615	2.502836555	0.081026978	5081	13702
Cyp2b23	unassigned	""	4	Deletion (?15bp)	0.494221186	64067	6301	-0.063061546	2.499513041	2.600851227	2.501797398	0.081026978	13453	13703
Alms1	unassigned	""	4	Deletion (?15bp)	0.510618189	57692	5810	-0.041128196	2.497854551	2.607864916	2.5005963	0.081026978	11893	13704
Mst1r	unassigned	""	5	Deletion (?15bp)	0.505543943	92072	9906	0.052234772	2.497851207	2.589219032	2.499631147	0.081026978	3531	13705
Pofut2	unassigned	""	5	Deletion (?15bp)	0.534893403	79867	8292	0.014032333	2.497761053	2.584508816	2.499565554	0.081026978	6728	13706
Vps25	unassigned	""	5	Deletion (?15bp)	0.566095822	53758	5394	-0.05698875	2.497611537	2.60963972	2.500392014	0.081026978	13068	13707
Cabyr	unassigned	""	5	Deletion (?15bp)	0.525981186	31577	3457	0.053974113	2.49758759	2.638918695	2.502616078	0.081026978	3396	13708
Terf2	unassigned	""	5	Deletion (?15bp)	0.574173355	63014	6337	-0.031800036	2.49758584	2.613981337	2.500479455	0.081026978	11098	13709
Atpaf2	unassigned	""	5	Deletion (?15bp)	0.672268535	17547	1689	-0.130574153	2.497494559	2.707175987	2.507250387	0.081026978	16344	13710
Vmn1r71	unassigned	""	5	Deletion (?15bp)	0.520005231	51973	5222	-0.032134637	2.497220787	2.612788123	2.500153319	0.081026978	11129	13711
Med7	unassigned	""	3	Deletion (?15bp)	0.568311183	10453	1089	-0.011779945	2.496537564	2.739726502	2.511656082	0.081026978	9192	13712
Ifi207	unassigned	""	5	Deletion (?15bp)	0.461833234	73969	7479	-0.031641967	2.496427996	2.592319448	2.498554982	0.081026978	11085	13713
Akip1	unassigned	""	5	Deletion (?15bp)	0.5248264	86155	8894	0.006423685	2.49624184	2.585809036	2.498162617	0.081026978	7447	13714
Map3k13	unassigned	""	5	Deletion (?15bp)	0.515591615	104016	10187	-0.067073445	2.496187241	2.580158091	2.49778233	0.081026978	13710	13715
Tex33	unassigned	""	5	Deletion (?15bp)	0.547579927	54607	5974	0.064887507	2.495935168	2.617353845	2.499041991	0.081026978	2714	13716
Acer1	unassigned	""	5	Deletion (?15bp)	0.528484063	47675	5030	0.026219802	2.495704171	2.621850918	2.499027519	0.081026978	5608	13717
Spast	unassigned	""	5	Deletion (?15bp)	0.513499835	155093	16489	0.039187083	2.495117659	2.559796055	2.496065284	0.081026978	4528	13718
U2surp	unassigned	""	4	Deletion (?15bp)	0.600972323	28849	3311	0.154357127	2.494328909	2.649339815	2.499495659	0.081026978	260	13719
Rassf8	unassigned	""	5	Deletion (?15bp)	0.489385516	85055	9098	0.061631104	2.494206157	2.57127582	2.49558885	0.081026978	2903	13720
Npr1	unassigned	""	5	Deletion (?15bp)	0.487554403	144965	15076	0.000396006	2.494189772	2.562853191	2.495286524	0.081026978	8042	13721
Pmp2	unassigned	""	4	Deletion (?15bp)	0.522102524	58957	6148	-0.001082708	2.494177368	2.60443778	2.496841723	0.081026978	8187	13722
Mrpl57	unassigned	""	4	Deletion (?15bp)	0.618316891	44173	4217	-0.104190282	2.493742418	2.634294268	2.497996857	0.081026978	15594	13723
Scgb1b30	unassigned	""	3	Deletion (?15bp)	0.468258826	18854	1807	-0.130466467	2.493513341	2.696584097	2.502430916	0.081026978	16340	13724
Fam83d	unassigned	""	5	Deletion (?15bp)	0.49896518	133239	13108	-0.068917713	2.493218193	2.575093036	2.494604696	0.081026978	13825	13725
Hoxd12	unassigned	""	5	Deletion (?15bp)	0.494692493	42370	4381	0.012917628	2.493205768	2.619212447	2.496671685	0.081026978	6831	13726
Tlcd5	unassigned	""	5	Deletion (?15bp)	0.522375787	70943	7112	-0.040943023	2.492759546	2.600804493	2.49525366	0.081026978	11872	13727
Ldb1	unassigned	""	5	Deletion (?15bp)	0.518024763	52518	5063	-0.088868382	2.492300921	2.60032446	2.49516261	0.081026978	14953	13728
Pxmp4	unassigned	""	4	Deletion (?15bp)	0.518021813	64371	6473	-0.028099461	2.492003485	2.595846609	2.494371784	0.081026978	10744	13729
Ctbs	unassigned	""	5	Deletion (?15bp)	0.479349042	83792	9054	0.065835991	2.491618669	2.575272766	2.493297132	0.081026978	2659	13730
Hhipl2	unassigned	""	5	Deletion (?15bp)	0.500745774	116470	11733	-0.029503323	2.491452067	2.571939163	2.492878919	0.081026978	10889	13731
Siglece	unassigned	""	5	Deletion (?15bp)	0.490414603	80443	8521	0.036649865	2.49142729	2.593366	2.493605486	0.081026978	4733	13732
Vmn1r174	unassigned	""	3	Deletion (?15bp)	0.581459122	32353	3385	0.042571806	2.490613899	2.632702248	2.49586063	0.081026978	4272	13733
Sycn	unassigned	""	5	Deletion (?15bp)	0.523461363	76262	7656	-0.057470583	2.490467885	2.586568539	2.492571127	0.081026978	13097	13734
Atg2a	unassigned	""	5	Deletion (?15bp)	0.514900427	83332	8315	-0.041048119	2.489603543	2.580926861	2.491503132	0.081026978	11881	13735
Glb1l2	unassigned	""	5	Deletion (?15bp)	0.496803264	97733	9858	-0.035728134	2.487800537	2.571201088	2.489413528	0.081026978	11429	13736
Ash1l	unassigned	""	5	Deletion (?15bp)	0.496387031	80742	8576	0.045354055	2.487767433	2.568055107	2.489327259	0.081026978	4046	13737
Masp1	unassigned	""	5	Deletion (?15bp)	0.516672526	87981	8760	-0.041306617	2.487580671	2.567938298	2.489104618	0.081026978	11905	13738
Patl1	unassigned	""	5	Deletion (?15bp)	0.535824518	50548	5244	0.00682678	2.486845846	2.615242728	2.490402613	0.081026978	7411	13739
Uba5	unassigned	""	5	Deletion (?15bp)	0.514391147	51793	5226	-0.038838653	2.486511482	2.608106732	2.489774041	0.081026978	11689	13740
Lims2	unassigned	""	5	Deletion (?15bp)	0.510606744	127815	13379	0.024297166	2.486307727	2.558557923	2.487518565	0.081026978	5775	13741
Slc9a1	unassigned	""	5	Deletion (?15bp)	0.501291747	78619	7883	-0.039097966	2.486089786	2.587539136	2.488317907	0.081026978	11714	13742
Peli1	unassigned	""	5	Deletion (?15bp)	0.507803143	64395	6183	-0.09314448	2.486041795	2.595575305	2.488671949	0.081026978	15169	13743
Bhlhb9	unassigned	""	5	Deletion (?15bp)	0.519358788	76378	7614	-0.057130278	2.485829038	2.583345331	2.487897734	0.081026978	13080	13744
Eef1a2	unassigned	""	5	Deletion (?15bp)	0.516197413	69791	7231	-0.012772853	2.485434511	2.589338162	2.487757961	0.081026978	9290	13745
Nell2	unassigned	""	5	Deletion (?15bp)	0.51301205	85752	8867	-0.00950492	2.485421197	2.569316705	2.48709791	0.081026978	8983	13746
Man2b1	unassigned	""	5	Deletion (?15bp)	0.534994228	84401	8543	-0.031851579	2.485151886	2.578034572	2.487003257	0.081026978	11102	13747
Xylt1	unassigned	""	5	Deletion (?15bp)	0.524661713	89434	9423	0.018954751	2.485042231	2.58082054	2.487008595	0.081026978	6251	13748
C1qtnf9	unassigned	""	5	Deletion (?15bp)	0.501632585	92379	9410	-0.0188816	2.484555081	2.560769891	2.485833136	0.081026978	9866	13749
Ccdc91	unassigned	""	5	Deletion (?15bp)	0.531755178	69730	7176	-0.008144664	2.483999144	2.582951657	2.486234395	0.081026978	8831	13750
Exph5	unassigned	""	5	Deletion (?15bp)	0.493383657	89393	9205	-0.007367897	2.483380451	2.567082058	2.484973088	0.081026978	8746	13751
Myo1g	unassigned	""	5	Deletion (?15bp)	0.521949656	70002	7030	-0.027468908	2.482881343	2.597003832	2.485570086	0.081026978	10680	13752
Vmn2r82	unassigned	""	5	Deletion (?15bp)	0.470210804	33683	3317	-0.066139499	2.482519291	2.627641254	2.48728495	0.081026978	13650	13753
Hoxa2	unassigned	""	5	Deletion (?15bp)	0.50098005	87243	8891	-0.019346595	2.482261195	2.560617129	2.483817768	0.081026978	9912	13754
Utrn	unassigned	""	5	Deletion (?15bp)	0.531217659	62723	6283	-0.044426072	2.482112087	2.594090241	2.484926865	0.081026978	12146	13755
Tmed4	unassigned	""	5	Deletion (?15bp)	0.520148223	114462	12285	0.054361868	2.481583456	2.539872018	2.482400262	0.081026978	3368	13756
Glp1r	unassigned	""	4	Deletion (?15bp)	0.510063725	91144	9465	0.0058231	2.481178722	2.563711138	2.482757737	0.081026978	7514	13757
Fut4	unassigned	""	5	Deletion (?15bp)	0.50998466	123559	12905	0.0236369	2.481047538	2.558373727	2.48235832	0.081026978	5824	13758
Slc15a2	unassigned	""	5	Deletion (?15bp)	0.482747029	48767	5327	0.094098204	2.480729397	2.606423618	2.484155276	0.081026978	1392	13759
C87436	unassigned	""	5	Deletion (?15bp)	0.515540449	77907	8209	0.027072198	2.480514793	2.56841406	2.482193932	0.081026978	5527	13760
Ddx39b	unassigned	""	5	Deletion (?15bp)	0.533461035	70725	7591	0.051979228	2.480265733	2.586845128	2.482596434	0.081026978	3549	13761
2610008E11Rik	unassigned	""	5	Deletion (?15bp)	0.497637788	89030	9344	0.018790444	2.480231591	2.564711969	2.481895111	0.081026978	6260	13762
Pgpep1	unassigned	""	5	Deletion (?15bp)	0.540028913	103370	10264	-0.053231801	2.479962555	2.57187295	2.48176695	0.081026978	12833	13763
Lrrfip1	unassigned	""	5	Deletion (?15bp)	0.48083992	91120	9613	0.05960473	2.479941536	2.556133056	2.481491607	0.081026978	3036	13764
Fhip2b	unassigned	""	5	Deletion (?15bp)	0.498317137	83689	8924	0.026750417	2.479792599	2.57178269	2.481792291	0.081026978	5567	13765
Alpk2	unassigned	""	5	Deletion (?15bp)	0.485803762	91467	9598	0.025030997	2.479446036	2.554850057	2.480968071	0.081026978	5724	13766
Tap1	unassigned	""	5	Deletion (?15bp)	0.508657247	90750	9640	0.047393893	2.479278694	2.554825324	2.480776987	0.081026978	3886	13767
Has2	unassigned	""	5	Deletion (?15bp)	0.503314754	59767	5824	-0.078633692	2.478440817	2.585728408	2.481137017	0.081026978	14407	13768
Cacna1s	unassigned	""	5	Deletion (?15bp)	0.495038565	147009	15156	-0.007370075	2.478023137	2.542899235	2.479058574	0.081026978	8747	13769
Lpcat4	unassigned	""	4	Deletion (?15bp)	0.51300657	84436	9036	0.044033549	2.477991062	2.567411208	2.479870991	0.081026978	4144	13770
2410124H12Rik	unassigned	""	5	Deletion (?15bp)	0.523417624	74840	7549	-0.044007916	2.47774597	2.568456224	2.47971523	0.081026978	12115	13771
1110059G10Rik	unassigned	""	4	Deletion (?15bp)	0.527796481	43813	4261	-0.085846051	2.477171378	2.593711084	2.480475101	0.081026978	14788	13772
Slc12a3	unassigned	""	5	Deletion (?15bp)	0.54927671	83474	8580	-0.013087112	2.476670285	2.576517422	2.47882192	0.081026978	9314	13773
Faxc	unassigned	""	5	Deletion (?15bp)	0.495542885	84257	8803	0.014459428	2.476595446	2.570853849	2.478571534	0.081026978	6680	13774
Alkbh6	unassigned	""	5	Deletion (?15bp)	0.515397571	79009	8274	0.008520767	2.476216136	2.565703355	2.478030889	0.081026978	7245	13775
Ccn4	unassigned	""	5	Deletion (?15bp)	0.523081171	70910	7357	-0.001479085	2.475718888	2.562522778	2.477628215	0.081026978	8230	13776
