Gene	Pathway1	Pathway2	BCCount	Type	meanWTfraction	SumTrial	SumCounts	meanLFC	meanPScore	meanManHdist	meanEuclDist	sdType	RankUp	RankPval
Prr22	unassigned	""	5	Insertion (1bp)	0.551833999	81192	9946	-0.074321403	1.767299367	1.854507377	1.76968908	0.109488602	12219	15561
Calm2	unassigned	""	3	Insertion (1bp)	0.522385262	25610	3216	-0.022476655	1.766789276	1.908851623	1.773253821	0.109488602	7648	15562
Nr2f6	unassigned	""	5	Insertion (1bp)	0.522440803	99425	14466	-0.048545563	1.766710853	1.837520974	1.769665227	0.109488602	9999	15563
Slc44a1	unassigned	""	5	Insertion (1bp)	0.495857091	67872	8737	0.001373629	1.766614239	1.84836574	1.769026068	0.109488602	5701	15564
Rgsl1	unassigned	""	5	Insertion (1bp)	0.515751249	66691	8518	-0.019215123	1.766583367	1.857743385	1.769167443	0.109488602	7362	15565
Tia1	unassigned	""	5	Insertion (1bp)	0.495743656	47807	6208	0.016436954	1.766168671	1.856706678	1.769313158	0.109488602	4678	15566
Hecw1	unassigned	""	5	Insertion (1bp)	0.516993796	65337	8082	-0.092136898	1.765747601	1.862107252	1.76866206	0.109488602	13579	15567
Igfbp5	unassigned	""	5	Insertion (1bp)	0.512817773	109984	14093	-0.008898284	1.764795652	1.837691383	1.766396442	0.109488602	6467	15568
Ptcd2	unassigned	""	5	Insertion (1bp)	0.495958007	64673	8268	0.050413902	1.764662224	1.841103279	1.766751937	0.109488602	3019	15569
Dock9	unassigned	""	5	Insertion (1bp)	0.475186188	97153	12225	-0.038248195	1.764046419	1.844441793	1.76608716	0.109488602	9101	15570
Zfp213	unassigned	""	5	Insertion (1bp)	0.532840104	62400	8529	0.045977889	1.763994798	1.854723169	1.766890958	0.109488602	3192	15571
Kcnk16	unassigned	""	5	Insertion (1bp)	0.518203812	81895	10089	-0.084396664	1.76348827	1.849257505	1.765705208	0.109488602	13007	15572
Nceh1	unassigned	""	5	Insertion (1bp)	0.528934758	78680	9791	-0.032256123	1.763132564	1.822127111	1.764810021	0.109488602	8521	15573
Fam131b	unassigned	""	5	Insertion (1bp)	0.496068911	92254	11555	-0.056475962	1.762008558	1.835802342	1.763680458	0.109488602	10694	15574
Tex49	unassigned	""	5	Insertion (1bp)	0.512458455	105649	13024	-0.025294015	1.761999667	1.820059613	1.763274986	0.109488602	7889	15575
Tfcp2	unassigned	""	5	Insertion (1bp)	0.49320798	67586	8443	0.000800503	1.76185352	1.846218483	1.764232741	0.109488602	5742	15576
Yaf2	unassigned	""	5	Insertion (1bp)	0.502374405	124227	15468	-0.02962832	1.76159103	1.816332683	1.76277834	0.109488602	8279	15577
Nudc	unassigned	""	5	Insertion (1bp)	0.58108992	62579	8444	0.066675514	1.761176933	1.845631972	1.76358251	0.109488602	2485	15578
Phf11c	unassigned	""	5	Insertion (1bp)	0.491605366	47950	5894	-0.017730546	1.760890492	1.853653041	1.764270783	0.109488602	7221	15579
Meioc	unassigned	""	4	Insertion (1bp)	0.525311178	43571	6083	0.019312401	1.760853353	1.892732383	1.76658407	0.109488602	4500	15580
Cdh6	unassigned	""	5	Insertion (1bp)	0.521957917	86244	11219	0.012100977	1.760571045	1.829816183	1.762493142	0.109488602	4952	15581
Bcl2	unassigned	""	5	Insertion (1bp)	0.490167985	109448	13373	-0.071613273	1.760519045	1.832132318	1.762261416	0.109488602	11985	15582
Sh2d5	unassigned	""	5	Insertion (1bp)	0.515501108	90705	11604	0.034523561	1.760282032	1.841411076	1.762356142	0.109488602	3673	15583
Naf1	unassigned	""	3	Insertion (1bp)	0.609886856	24080	3376	0.093593927	1.75991711	1.876450474	1.765918528	0.109488602	1839	15584
Muc1	unassigned	""	5	Insertion (1bp)	0.507340798	65753	7640	0.00121454	1.759707741	1.840001873	1.762046601	0.109488602	5715	15585
Gbp9	unassigned	""	3	Insertion (1bp)	0.498389026	23768	3331	0.103931477	1.759677483	1.899681053	1.766476233	0.109488602	1653	15586
St8sia4	unassigned	""	5	Insertion (1bp)	0.475141668	68343	8333	-0.025286232	1.759199961	1.843028475	1.761592848	0.109488602	7888	15587
Tgif2	unassigned	""	5	Insertion (1bp)	0.533317536	52206	6363	-0.077607837	1.758942317	1.856819989	1.762009111	0.109488602	12508	15588
Tpd52	unassigned	""	5	Insertion (1bp)	0.570440168	52967	6573	-0.049502535	1.758589487	1.84974142	1.761460404	0.109488602	10087	15589
Smim24	unassigned	""	4	Insertion (1bp)	0.4836313	60177	7818	0.062218407	1.758135848	1.848461137	1.760903949	0.109488602	2614	15590
Klhl29	unassigned	""	5	Insertion (1bp)	0.524161838	86721	10646	-0.049265924	1.757804569	1.831597935	1.759858635	0.109488602	10068	15591
Fam53c	unassigned	""	5	Insertion (1bp)	0.508337403	80821	10393	-0.071588124	1.757095747	1.845057937	1.759504693	0.109488602	11981	15592
Actl6b	unassigned	""	5	Insertion (1bp)	0.52028762	112761	13923	-0.030011214	1.75684053	1.81378158	1.757962256	0.109488602	8312	15593
Rnf17	unassigned	""	4	Insertion (1bp)	0.502044767	61769	7853	-0.041033808	1.756740413	1.855122818	1.759662486	0.109488602	9354	15594
Myo18b	unassigned	""	5	Insertion (1bp)	0.509065172	77321	9858	0.018823211	1.756698066	1.833343525	1.75885524	0.109488602	4529	15595
Ly6g5b	unassigned	""	5	Insertion (1bp)	0.514431131	94814	12095	-0.050951587	1.755996981	1.832170347	1.757820853	0.109488602	10216	15596
Mxra7	unassigned	""	5	Insertion (1bp)	0.537298207	78445	8747	-0.084489047	1.755431395	1.841712926	1.757641085	0.109488602	13014	15597
Megf6	unassigned	""	5	Insertion (1bp)	0.491794671	137175	16644	-0.048134214	1.755150639	1.809287362	1.756187075	0.109488602	9960	15598
Pwwp3a	unassigned	""	5	Insertion (1bp)	0.521711036	103628	11181	-0.049932689	1.75452116	1.819999193	1.755948831	0.109488602	10134	15599
Mxd1	unassigned	""	4	Insertion (1bp)	0.498044308	50485	5789	-0.04770884	1.754501965	1.863216657	1.758085277	0.109488602	9916	15600
Sos2	unassigned	""	5	Insertion (1bp)	0.501700244	74585	9182	-0.064809975	1.753739551	1.827193344	1.755896085	0.109488602	11422	15601
Ufsp2	unassigned	""	4	Insertion (1bp)	0.543276387	34847	4544	-0.020513277	1.753620581	1.883423855	1.759290514	0.109488602	7485	15602
Cyfip1	unassigned	""	5	Insertion (1bp)	0.54256526	51221	6557	-0.053840504	1.753236369	1.847227097	1.756302522	0.109488602	10467	15603
Vat1	unassigned	""	5	Insertion (1bp)	0.508098568	93503	11920	0.022890223	1.752438995	1.815018892	1.753868351	0.109488602	4301	15604
Dnajb1	unassigned	""	5	Insertion (1bp)	0.530352152	72697	9134	-0.020863793	1.751528593	1.818070225	1.753598076	0.109488602	7511	15605
Accs	unassigned	""	5	Insertion (1bp)	0.517244716	79383	9889	-0.033395951	1.750822224	1.819252757	1.75272808	0.109488602	8637	15606
Myrf	unassigned	""	5	Insertion (1bp)	0.53670664	70607	8873	-0.071695777	1.750811848	1.838829345	1.75323756	0.109488602	11994	15607
Mtmr12	unassigned	""	5	Insertion (1bp)	0.550226949	39011	4204	-0.131857688	1.750479939	1.882337627	1.755778598	0.109488602	15770	15608
Btg3	unassigned	""	5	Insertion (1bp)	0.549466249	68948	9363	0.06279531	1.750131074	1.842950894	1.752993838	0.109488602	2593	15609
Snai2	unassigned	""	5	Insertion (1bp)	0.508715056	60723	7999	-0.014354245	1.749040863	1.838912073	1.751530279	0.109488602	6911	15610
Sirt4	unassigned	""	5	Insertion (1bp)	0.518536127	91534	11468	-0.022304055	1.74891167	1.827760511	1.750784334	0.109488602	7633	15611
Kcne3	unassigned	""	5	Insertion (1bp)	0.518694527	84267	11174	0.046743473	1.74864597	1.827492636	1.750701423	0.109488602	3159	15612
Tpm2	unassigned	""	5	Insertion (1bp)	0.544299389	69037	8983	-0.020041248	1.748039948	1.836142125	1.750695339	0.109488602	7444	15613
Kcnk12	unassigned	""	5	Insertion (1bp)	0.484668938	129048	16116	-0.018745973	1.747908607	1.80726515	1.749152756	0.109488602	7311	15614
Gbp3	unassigned	""	4	Insertion (1bp)	0.500130373	69274	8934	-0.001084359	1.747591922	1.830385422	1.749986772	0.109488602	5872	15615
Tank	unassigned	""	5	Insertion (1bp)	0.487256621	64830	8084	-0.05129765	1.746000697	1.84957085	1.749225901	0.109488602	10250	15616
Acp4	unassigned	""	5	Insertion (1bp)	0.516540256	75609	9449	-0.020381257	1.744820315	1.823923093	1.746964952	0.109488602	7471	15617
Nhlrc4	unassigned	""	5	Insertion (1bp)	0.552341053	61158	7790	0.020394271	1.744600867	1.814648271	1.746452504	0.109488602	4439	15618
Nudt9	unassigned	""	5	Insertion (1bp)	0.522815649	31548	4142	-0.043593576	1.744535105	1.891207752	1.751143162	0.109488602	9570	15619
Chrnb2	unassigned	""	5	Insertion (1bp)	0.511632956	79325	10032	-0.005474762	1.744239924	1.829569335	1.746548509	0.109488602	6206	15620
Sim1	unassigned	""	5	Insertion (1bp)	0.505212913	81826	10224	-0.028304328	1.744216187	1.81172765	1.746121523	0.109488602	8179	15621
Rhbdf2	unassigned	""	5	Insertion (1bp)	0.505350904	100577	12763	-0.027799163	1.744156097	1.812965125	1.745710949	0.109488602	8138	15622
Atp6v0e	unassigned	""	5	Insertion (1bp)	0.517101426	70671	8771	-0.078915852	1.743513488	1.832177732	1.746365376	0.109488602	12599	15623
Eapp	unassigned	""	4	Insertion (1bp)	0.576366208	47538	6668	0.104841392	1.743360575	1.848201967	1.747193087	0.109488602	1631	15624
Mfsd6	unassigned	""	5	Insertion (1bp)	0.527793653	71885	9264	-0.013425235	1.743108241	1.83361025	1.745701299	0.109488602	6847	15625
Prmt9	unassigned	""	5	Insertion (1bp)	0.555845013	54926	7317	0.05767444	1.742665183	1.832300089	1.745327367	0.109488602	2764	15626
Syn2	unassigned	""	5	Insertion (1bp)	0.494963605	128287	16311	0.010266226	1.742411877	1.802398239	1.743714674	0.109488602	5092	15627
Sned1	unassigned	""	5	Insertion (1bp)	0.497230766	115867	14666	-0.014381202	1.742360874	1.810972087	1.74385618	0.109488602	6914	15628
Pkia	unassigned	""	3	Insertion (1bp)	0.487906038	21568	2598	-0.109773184	1.742262647	1.885255789	1.749624194	0.109488602	14712	15629
Eif1b	unassigned	""	5	Insertion (1bp)	0.522251115	82390	10800	-0.012258287	1.741710975	1.819857278	1.74396254	0.109488602	6753	15630
Usp12	unassigned	""	4	Insertion (1bp)	0.526614199	43321	5668	0.067316134	1.740918662	1.86118291	1.745367314	0.109488602	2467	15631
Mug1	unassigned	""	5	Insertion (1bp)	0.499778611	53137	6237	0.012793243	1.740757255	1.838626585	1.743827154	0.109488602	4909	15632
Sost	unassigned	""	5	Insertion (1bp)	0.530997655	83454	10791	0.029855052	1.74023239	1.824415909	1.742448522	0.109488602	3916	15633
Allc	unassigned	""	5	Insertion (1bp)	0.512975352	57283	7506	0.025613056	1.739259846	1.833257496	1.74217735	0.109488602	4150	15634
Prickle2	unassigned	""	5	Insertion (1bp)	0.506625151	76550	9563	-0.043445542	1.739089131	1.826399297	1.741620677	0.109488602	9558	15635
Tesmin	unassigned	""	5	Insertion (1bp)	0.531981602	72674	8047	-0.035592177	1.739052382	1.80573415	1.740609271	0.109488602	8854	15636
Cyp2d22	unassigned	""	5	Insertion (1bp)	0.496025076	80395	9839	-0.059738484	1.738581305	1.800578636	1.740244609	0.109488602	10985	15637
Pacsin1	unassigned	""	5	Insertion (1bp)	0.51368949	60345	7585	-0.017277601	1.738081229	1.832884538	1.740835852	0.109488602	7179	15638
Zranb2	unassigned	""	5	Insertion (1bp)	0.524010787	29655	3782	-0.041057013	1.737366658	1.890552792	1.744506795	0.109488602	9357	15639
Sec16a	unassigned	""	5	Insertion (1bp)	0.59182533	47967	6338	-0.018479671	1.736821542	1.840412825	1.740584927	0.109488602	7288	15640
Vwa5b1	unassigned	""	5	Insertion (1bp)	0.536752628	61496	8107	-0.014475493	1.735714888	1.830767324	1.738914987	0.109488602	6925	15641
Casq1	unassigned	""	5	Insertion (1bp)	0.492752553	69756	8801	-0.00811844	1.735016961	1.825034888	1.737534839	0.109488602	6398	15642
Zfp385b	unassigned	""	5	Insertion (1bp)	0.529481966	67360	8841	0.070106359	1.734862378	1.823359046	1.737282449	0.109488602	2380	15643
Ahdc1	unassigned	""	4	Insertion (1bp)	0.529724944	114752	14850	0.009585192	1.734258401	1.791394341	1.735632924	0.109488602	5140	15644
Mmp15	unassigned	""	5	Insertion (1bp)	0.502537646	88102	11223	-0.015452322	1.733897245	1.820872371	1.736256414	0.109488602	7012	15645
Vps33a	unassigned	""	5	Insertion (1bp)	0.520602984	71190	8816	-0.052157326	1.732084187	1.799808057	1.733729917	0.109488602	10315	15646
P3h1	unassigned	""	5	Insertion (1bp)	0.526074273	73609	9890	-0.012405716	1.731231296	1.809125097	1.73354456	0.109488602	6766	15647
Kcna3	unassigned	""	5	Insertion (1bp)	0.49310349	93223	9851	-0.037934842	1.731143734	1.811450735	1.733179468	0.109488602	9071	15648
Otud7b	unassigned	""	5	Insertion (1bp)	0.506313916	49685	6334	-0.038591669	1.729930171	1.837061043	1.73378625	0.109488602	9132	15649
Mbd2	unassigned	""	5	Insertion (1bp)	0.518280509	49661	6429	0.073258624	1.729807169	1.835468016	1.733315151	0.109488602	2312	15650
Dph5	unassigned	""	5	Insertion (1bp)	0.528401279	73590	9450	-0.035203873	1.729371181	1.820327186	1.732077092	0.109488602	8803	15651
Mmp16	unassigned	""	5	Insertion (1bp)	0.511773626	60072	7860	-0.024792949	1.729081112	1.830964434	1.732404534	0.109488602	7842	15652
Dffb	unassigned	""	5	Insertion (1bp)	0.491033611	92639	11572	-0.043190277	1.727771152	1.808207074	1.729850656	0.109488602	9540	15653
Enpep	unassigned	""	4	Insertion (1bp)	0.486917061	48944	6412	0.019756113	1.727106432	1.838240735	1.730920731	0.109488602	4478	15654
Ccr2	unassigned	""	5	Insertion (1bp)	0.505158318	53893	6703	-0.054569928	1.726797943	1.811137494	1.729813338	0.109488602	10526	15655
Mrpl2	unassigned	""	5	Insertion (1bp)	0.586818419	49242	6737	0.079373773	1.725263114	1.816363353	1.728503557	0.109488602	2161	15656
Cmtm5	unassigned	""	5	Insertion (1bp)	0.506491918	82976	10866	0.059261389	1.724556167	1.805218343	1.726634567	0.109488602	2711	15657
Angpt1	unassigned	""	5	Insertion (1bp)	0.525353289	47963	6320	-0.017503054	1.724303948	1.828235325	1.727877878	0.109488602	7198	15658
Strn3	unassigned	""	4	Insertion (1bp)	0.493559635	81369	10301	0.013487129	1.724070645	1.809679184	1.72642202	0.109488602	4855	15659
Ift122	unassigned	""	5	Insertion (1bp)	0.527168388	61448	7959	0.034250321	1.724003271	1.826529865	1.727227542	0.109488602	3692	15660
Pfkfb4	unassigned	""	4	Insertion (1bp)	0.507884436	46779	5882	0.011240843	1.72397459	1.812310115	1.726837928	0.109488602	5019	15661
Btnl2	unassigned	""	5	Insertion (1bp)	0.518274171	83037	10531	0.003445377	1.723140956	1.803492334	1.725258336	0.109488602	5558	15662
Ccdc112	unassigned	""	5	Insertion (1bp)	0.498662058	126159	15987	-0.00304116	1.722603604	1.76959646	1.723666181	0.109488602	6009	15663
Samd4b	unassigned	""	5	Insertion (1bp)	0.539007895	82869	10681	-0.000313044	1.722533942	1.807165785	1.724761698	0.109488602	5830	15664
Grik5	unassigned	""	5	Insertion (1bp)	0.525303152	69182	8670	-0.000304929	1.722352211	1.788102991	1.724257914	0.109488602	5827	15665
Lalba	unassigned	""	4	Insertion (1bp)	0.528271731	50811	6583	0.032053908	1.722145351	1.815069372	1.72516617	0.109488602	3793	15666
Cnih4	unassigned	""	5	Insertion (1bp)	0.54697372	56654	7425	0.051353031	1.721515452	1.81022813	1.724396069	0.109488602	2976	15667
Tff1	unassigned	""	5	Insertion (1bp)	0.49471283	119016	15111	0.026110301	1.721357486	1.781155105	1.722527075	0.109488602	4130	15668
Noa1	unassigned	""	5	Insertion (1bp)	0.530224577	85671	11152	0.011782857	1.721100589	1.790198868	1.723044257	0.109488602	4976	15669
Mrgpra9	unassigned	""	4	Insertion (1bp)	0.462242725	69845	8491	-0.0198724	1.720414328	1.80353203	1.722542152	0.109488602	7430	15670
Hic2	unassigned	""	5	Insertion (1bp)	0.54707411	50536	6754	0.080156519	1.720285957	1.808060714	1.723247007	0.109488602	2132	15671
Vps26c	unassigned	""	5	Insertion (1bp)	0.521050166	90740	11294	-0.068337309	1.719820597	1.793769426	1.721589876	0.109488602	11724	15672
St3gal2	unassigned	""	5	Insertion (1bp)	0.509562381	127986	16260	0.013003486	1.719572854	1.768902718	1.720571612	0.109488602	4886	15673
Lpar4	unassigned	""	5	Insertion (1bp)	0.494044945	89874	11118	0.002035244	1.719312242	1.793227784	1.721248975	0.109488602	5651	15674
Qrfpr	unassigned	""	5	Insertion (1bp)	0.53705747	73435	9484	0.037533623	1.7186583	1.810325478	1.721301542	0.109488602	3522	15675
Rhox13	unassigned	""	5	Insertion (1bp)	0.466661507	112790	13891	-0.024643936	1.718199606	1.76202366	1.719259898	0.109488602	7829	15676
Ncan	unassigned	""	5	Insertion (1bp)	0.53823369	72126	8875	-0.046419651	1.717555034	1.796380123	1.719901249	0.109488602	9807	15677
Crisp4	unassigned	""	4	Insertion (1bp)	0.50377372	44551	5959	0.069872426	1.716983417	1.827477531	1.721024929	0.109488602	2386	15678
Car12	unassigned	""	5	Insertion (1bp)	0.479400541	96564	11796	-0.044904191	1.71670665	1.795612759	1.71868521	0.109488602	9680	15679
Gbp5	unassigned	""	5	Insertion (1bp)	0.485219248	64571	8237	-0.060213653	1.715745782	1.803685465	1.718434332	0.109488602	11025	15680
Arhgap11a	unassigned	""	5	Insertion (1bp)	0.516580353	31277	3865	-0.009225544	1.715534905	1.814810742	1.719227979	0.109488602	6494	15681
Gm614	unassigned	""	5	Insertion (1bp)	0.479940539	54431	6730	-0.051920615	1.715062852	1.806045212	1.717888107	0.109488602	10294	15682
Nupl2	unassigned	""	5	Insertion (1bp)	0.576451629	37537	5098	0.020451815	1.714938943	1.82273122	1.719025663	0.109488602	4433	15683
Kel	unassigned	""	5	Insertion (1bp)	0.528492834	58990	7301	-0.068308343	1.714921949	1.81492174	1.718165358	0.109488602	11721	15684
Lyl1	unassigned	""	5	Insertion (1bp)	0.544316996	81202	10229	-0.006867855	1.714858468	1.783376727	1.716637838	0.109488602	6306	15685
Setd7	unassigned	""	5	Insertion (1bp)	0.513611935	92865	12214	-0.007178502	1.714749073	1.77764927	1.716171617	0.109488602	6327	15686
Sbpl	unassigned	""	3	Insertion (1bp)	0.586724269	29366	4082	0.134737442	1.714725856	1.849463298	1.720382349	0.109488602	1254	15687
Ces2b	unassigned	""	5	Insertion (1bp)	0.509920901	38571	4865	-0.12879507	1.713482644	1.842277714	1.718665945	0.109488602	15648	15688
Lrtm2	unassigned	""	5	Insertion (1bp)	0.505299967	85681	11364	-0.029213341	1.713222386	1.791461466	1.715615412	0.109488602	8246	15689
Camk2n1	unassigned	""	5	Insertion (1bp)	0.549171332	140725	18438	-0.011220169	1.713161521	1.77830706	1.714477813	0.109488602	6664	15690
Hsbp1	unassigned	""	4	Insertion (1bp)	0.507495099	44681	5834	0.042217901	1.71281376	1.816626079	1.716507511	0.109488602	3339	15691
Denn2b	unassigned	""	5	Insertion (1bp)	0.517150493	78661	10030	-0.014396411	1.712672467	1.791856949	1.714816693	0.109488602	6917	15692
Pnpla2	unassigned	""	4	Insertion (1bp)	0.540278538	64405	8696	0.043099641	1.711703966	1.794564539	1.714369292	0.109488602	3307	15693
Tmem216	unassigned	""	4	Insertion (1bp)	0.556896306	38899	4928	-0.066966973	1.711589115	1.81959275	1.716190571	0.109488602	11619	15694
Ccdc88c	unassigned	""	5	Insertion (1bp)	0.480908979	104432	12564	-0.069902208	1.710307072	1.78020928	1.711974273	0.109488602	11860	15695
Hhatl	unassigned	""	4	Insertion (1bp)	0.493508763	75961	9582	-0.054380169	1.710237455	1.794025529	1.712778212	0.109488602	10506	15696
Zc3h12a	unassigned	""	5	Insertion (1bp)	0.513554682	110348	13761	-0.051168077	1.709606361	1.78122446	1.711248539	0.109488602	10237	15697
Gnas	unassigned	""	17	Insertion (1bp)	0.506499121	287461	36621	-0.004717208	1.709403517	1.749496509	1.709980653	0.109488602	6126	15698
Plod3	unassigned	""	5	Insertion (1bp)	0.496567495	127078	16168	-0.014095547	1.708727265	1.762592579	1.709908802	0.109488602	6892	15699
Rab32	unassigned	""	5	Insertion (1bp)	0.472386967	44575	5789	0.031962871	1.708500189	1.811779711	1.712101535	0.109488602	3805	15700
Lynx1	unassigned	""	5	Insertion (1bp)	0.49297184	69184	8956	-0.000100617	1.708449697	1.796679363	1.711048269	0.109488602	5813	15701
Mvk	unassigned	""	5	Insertion (1bp)	0.524865765	59296	6190	-0.057651759	1.707851281	1.783396537	1.710332816	0.109488602	10801	15702
Bbs12	unassigned	""	5	Insertion (1bp)	0.551663784	31697	4333	0.098743568	1.707769829	1.807452341	1.711268294	0.109488602	1745	15703
Pcsk1	unassigned	""	5	Insertion (1bp)	0.518477102	79073	9849	-0.054212177	1.707368136	1.773364677	1.709144818	0.109488602	10491	15704
Man1a	unassigned	""	5	Insertion (1bp)	0.500224875	83348	10884	0.011777315	1.707245324	1.757682801	1.708612609	0.109488602	4978	15705
Anxa1	unassigned	""	4	Insertion (1bp)	0.522048824	43015	5535	-0.044542663	1.705638499	1.832401238	1.710520048	0.109488602	9646	15706
Phf1	unassigned	""	5	Insertion (1bp)	0.496321409	78213	10097	-0.016883742	1.705457155	1.764779309	1.707191518	0.109488602	7149	15707
Acadl	unassigned	""	5	Insertion (1bp)	0.510211205	49647	5992	-0.08146292	1.705417674	1.805204087	1.708991961	0.109488602	12797	15708
Cbln1	unassigned	""	5	Insertion (1bp)	0.527461124	60489	7782	-0.020378086	1.705190034	1.795329891	1.708077889	0.109488602	7470	15709
Pde6g	unassigned	""	4	Insertion (1bp)	0.537679752	58053	8031	0.092113017	1.704865998	1.796979015	1.707719643	0.109488602	1865	15710
Srgap1	unassigned	""	5	Insertion (1bp)	0.490761883	75022	9421	-0.002004318	1.704736831	1.777377784	1.706866417	0.109488602	5922	15711
Gpx3	unassigned	""	5	Insertion (1bp)	0.509025088	65359	8692	0.004175907	1.704569589	1.781039679	1.706906128	0.109488602	5505	15712
Crtac1	unassigned	""	5	Insertion (1bp)	0.500393637	113027	14032	-0.045425866	1.702889807	1.75995455	1.704291065	0.109488602	9724	15713
1600014C23Rik	unassigned	""	5	Insertion (1bp)	0.510704061	91861	11758	0.021958159	1.702335697	1.773264335	1.70419294	0.109488602	4342	15714
Vmn1r14	unassigned	""	4	Insertion (1bp)	0.524348464	41900	4329	-0.08442716	1.702056199	1.813687365	1.706220027	0.109488602	13009	15715
Skint8	unassigned	""	3	Insertion (1bp)	0.466291381	32839	4065	-0.029175811	1.701870541	1.833170657	1.707771923	0.109488602	8243	15716
Tex9	unassigned	""	5	Insertion (1bp)	0.494093041	77852	9863	-0.054296931	1.699766475	1.789671333	1.702230424	0.109488602	10500	15717
Fam210b	unassigned	""	5	Insertion (1bp)	0.533763043	86219	11078	-0.016066275	1.699671311	1.781274	1.701864401	0.109488602	7062	15718
Slc28a2b	unassigned	""	5	Insertion (1bp)	0.531220946	53799	7513	0.03324825	1.699038125	1.790491365	1.702468556	0.109488602	3728	15719
Txnrd3	unassigned	""	5	Insertion (1bp)	0.519043433	88666	11556	0.044894656	1.698271184	1.768693011	1.700064487	0.109488602	3238	15720
Hgsnat	unassigned	""	5	Insertion (1bp)	0.486880793	93888	11514	-0.020939987	1.698252133	1.753229242	1.699613363	0.109488602	7520	15721
Zfp646	unassigned	""	5	Insertion (1bp)	0.496045325	70692	8874	-0.04617536	1.698071368	1.794752113	1.701011781	0.109488602	9779	15722
Esm1	unassigned	""	4	Insertion (1bp)	0.496598139	92861	12184	-0.003707693	1.69687035	1.759445881	1.698300854	0.109488602	6050	15723
Lurap1l	unassigned	""	5	Insertion (1bp)	0.525026328	67268	9007	0.004528142	1.696833887	1.762820411	1.698662839	0.109488602	5481	15724
Prr23a3	unassigned	""	5	Insertion (1bp)	0.517542742	130000	16491	-0.021660584	1.696103293	1.740896358	1.6970431	0.109488602	7582	15725
BC051665	unassigned	""	3	Insertion (1bp)	0.503908354	43310	5718	-0.014829993	1.69537375	1.816361163	1.699899809	0.109488602	6952	15726
Aox4	unassigned	""	5	Insertion (1bp)	0.507458411	61784	7814	-0.013383277	1.695313237	1.784319785	1.697879198	0.109488602	6841	15727
Spats2	unassigned	""	5	Insertion (1bp)	0.507811448	67493	8371	-0.047920824	1.695279217	1.786434578	1.697816348	0.109488602	9938	15728
Nat8f4	unassigned	""	4	Insertion (1bp)	0.504366989	62656	7582	-0.025225688	1.694828826	1.772742025	1.697327568	0.109488602	7881	15729
Slc26a4	unassigned	""	4	Insertion (1bp)	0.486345256	77578	9731	0.002489409	1.694592112	1.756411345	1.696321891	0.109488602	5618	15730
Bod1l	unassigned	""	5	Insertion (1bp)	0.485984368	98958	12593	-0.016828434	1.693862374	1.763561237	1.695550957	0.109488602	7144	15731
Aplp1	unassigned	""	5	Insertion (1bp)	0.491781155	125485	15703	-0.009651104	1.693650538	1.752949289	1.694966594	0.109488602	6536	15732
Zbtb41	unassigned	""	5	Insertion (1bp)	0.480984037	45484	5526	-0.043918967	1.693277641	1.794803146	1.696970959	0.109488602	9602	15733
Angel2	unassigned	""	5	Insertion (1bp)	0.491215408	73297	9000	-0.068429183	1.693038551	1.781546436	1.695668923	0.109488602	11733	15734
Tecpr1	unassigned	""	5	Insertion (1bp)	0.524936723	103355	13205	0.005220709	1.692306385	1.769098614	1.694099543	0.109488602	5426	15735
Actn3	unassigned	""	4	Insertion (1bp)	0.520166352	71345	8974	-0.017138712	1.69167415	1.773702728	1.693919129	0.109488602	7171	15736
Pdhb	unassigned	""	5	Insertion (1bp)	0.586830771	48213	6518	0.092419236	1.691601045	1.788919008	1.694811706	0.109488602	1861	15737
Pklr	unassigned	""	5	Insertion (1bp)	0.503613129	94730	12221	0.013327811	1.691419755	1.772412532	1.693424342	0.109488602	4868	15738
Ly9	unassigned	""	5	Insertion (1bp)	0.498811758	65593	8106	-0.077325521	1.691265724	1.782036107	1.693955831	0.109488602	12483	15739
Serpinb9d	unassigned	""	3	Insertion (1bp)	0.516646705	29617	3924	0.063379901	1.691092138	1.827160453	1.697418794	0.109488602	2573	15740
Bicd2	unassigned	""	5	Insertion (1bp)	0.505134306	89084	11216	-0.036252006	1.690659048	1.774371772	1.692849318	0.109488602	8917	15741
Pink1	unassigned	""	4	Insertion (1bp)	0.546156195	60299	7900	0.014801193	1.690520914	1.772255785	1.692876765	0.109488602	4778	15742
Mccc1	unassigned	""	5	Insertion (1bp)	0.504975701	47575	6260	-0.006817691	1.690418058	1.772217228	1.69319979	0.109488602	6301	15743
H1f8	unassigned	""	5	Insertion (1bp)	0.515385792	110635	14307	0.001984658	1.690382649	1.760037031	1.691977552	0.109488602	5659	15744
Vstm5	unassigned	""	5	Insertion (1bp)	0.533684184	63893	8537	0.090656192	1.690149947	1.790409493	1.693249415	0.109488602	1890	15745
Sdc3	unassigned	""	5	Insertion (1bp)	0.492405402	111289	14118	-0.03799229	1.689944179	1.752222862	1.691252642	0.109488602	9076	15746
Ldb3	unassigned	""	5	Insertion (1bp)	0.504730757	124602	16107	0.029301879	1.689428178	1.747332546	1.69062546	0.109488602	3945	15747
Pyroxd1	unassigned	""	4	Insertion (1bp)	0.569708141	24458	2986	-0.128607731	1.688938257	1.839334947	1.696354181	0.109488602	15645	15748
